Timestamp,Block,Tx_hash,From,To,Value
2023-06-07 09:03:59,17427489,0x6717b709c1848a829ef2ab9997aa144bc35dfeea39fafb8268ee90e72c1ce3f5,0x53b7dc9ecc8a1bece0fc519741ee98e038dd66cc,0x4be031e27e6fb8938c3b984768d0a706e7338f50,80000.0
2023-06-07 08:43:11,17427385,0x919e77d02bae3f47f7944736f94f9db9b846e1983e2abed9ad2717c600eeed3e,0x53b7dc9ecc8a1bece0fc519741ee98e038dd66cc,0x4be031e27e6fb8938c3b984768d0a706e7338f50,80000.0
2023-06-07 08:24:35,17427292,0x746d9f7b1412fafebaacdf05d82bb9eb15261673260411b418dae880f80e6527,0x53b7dc9ecc8a1bece0fc519741ee98e038dd66cc,0x4be031e27e6fb8938c3b984768d0a706e7338f50,80000.0
2023-06-07 08:05:35,17427200,0x8ca57d002d09c2ab55d0eb5c9c6bd8647440eb9eb769c65ab6dca37f675dc9cb,0x53b7dc9ecc8a1bece0fc519741ee98e038dd66cc,0x4be031e27e6fb8938c3b984768d0a706e7338f50,20000.0
2023-06-07 07:44:35,17427097,0xd7bba313210735aa0e5ab83fd8b3c0343bd2290e58505fd5be7d33fc62e56b76,0x53b7dc9ecc8a1bece0fc519741ee98e038dd66cc,0x4be031e27e6fb8938c3b984768d0a706e7338f50,1800.0
2023-06-07 10:26:23,17427893,0x86cf33ad908d58e46b223885287b5a40aa1d6b1b041cfc5577548965951be41f,0x9bfcd865a436dd795e3715bd3062f5c172bb0d4e,0x02e783ed35e6f7c047cef9798f675873aad9cdd0,80000.0
2023-06-07 10:06:47,17427797,0x64f4c484dcaef304bb40cd6f3dd4cfe36f9d8b4c0a01dc01e9c1b002bb876c87,0x9bfcd865a436dd795e3715bd3062f5c172bb0d4e,0x02e783ed35e6f7c047cef9798f675873aad9cdd0,80000.0
2023-06-07 09:47:35,17427702,0xab179f79e90c0833df3d91de28ac09bb4e9d5f8c51b4572b3a64c7ba6e61a4d5,0x9bfcd865a436dd795e3715bd3062f5c172bb0d4e,0x02e783ed35e6f7c047cef9798f675873aad9cdd0,80000.0
2023-06-07 09:27:47,17427605,0x8ce554d8c63b60c73780eff86cb4133e0f026242a7426490f7bf588b78d50263,0x9bfcd865a436dd795e3715bd3062f5c172bb0d4e,0x02e783ed35e6f7c047cef9798f675873aad9cdd0,80000.0
2023-06-07 09:08:59,17427514,0x020ea66589ffd7cbd77567919cbcd3b97fe5b0f5d4fc74ee25e1ac493bd409c3,0x9bfcd865a436dd795e3715bd3062f5c172bb0d4e,0x02e783ed35e6f7c047cef9798f675873aad9cdd0,80000.0
2023-06-07 08:51:23,17427426,0xa06d06c9b91d275beae365adb476ff737c27aa6e62cbca84ffab516e901b9517,0x9bfcd865a436dd795e3715bd3062f5c172bb0d4e,0x02e783ed35e6f7c047cef9798f675873aad9cdd0,80000.0
2023-06-07 08:30:59,17427324,0xe26b743f47b6eafb90732cff850786d85657074c27eb0ed7cb82fc211bbbea77,0x9bfcd865a436dd795e3715bd3062f5c172bb0d4e,0x02e783ed35e6f7c047cef9798f675873aad9cdd0,80000.0
2023-06-07 08:15:59,17427251,0x5555b33fa196d957a3db6b1d2c5a961f37d19d85c5ce3bd81d27e705aa5b2263,0x9bfcd865a436dd795e3715bd3062f5c172bb0d4e,0x02e783ed35e6f7c047cef9798f675873aad9cdd0,20000.0
2023-06-07 07:55:35,17427151,0x42c77de486c927e9c4e7ffe20bc2ef632dda57ad869cb36814818bf32575d402,0x9bfcd865a436dd795e3715bd3062f5c172bb0d4e,0x02e783ed35e6f7c047cef9798f675873aad9cdd0,2000.0
2023-06-07 09:23:59,17427586,0x7d1f2b411c536704ad1705ab46af46e66ede2fc95e501f85a38657384679d920,0x20d293e5f48c7e8c03f99176764dce77919255b6,0x1b5f3b9adf60365af3840923eb08ec6ff3a91137,22000.0
2023-06-07 09:01:47,17427478,0x0ff9c537fb83cc7755b0d0ff9e8c53a460c3fa578f41501a897b1c01aeeca703,0x20d293e5f48c7e8c03f99176764dce77919255b6,0x1b5f3b9adf60365af3840923eb08ec6ff3a91137,2200.0
2023-06-07 10:02:59,17427778,0xfa427343a4f816b43a6d123bae2e5674fd01468f7190c0ccbc5edd1efef71121,0xf51183a90ef7cdb518a7ed2f86fecb7a198d963d,0xeedfa69af0511f370976db5d23c163292b22c130,60000.0
2023-06-07 09:42:23,17427677,0x1cc2471d61207177d4175e678576933d78c0f1f2e4ca9f007219294c18c6c160,0xf51183a90ef7cdb518a7ed2f86fecb7a198d963d,0xeedfa69af0511f370976db5d23c163292b22c130,30000.0
2023-06-07 09:13:35,17427535,0xd6c90d677b6933faa2c76bd0e91c5a5879f7086792b1ff14b584a377c4404c89,0xf51183a90ef7cdb518a7ed2f86fecb7a198d963d,0xeedfa69af0511f370976db5d23c163292b22c130,1000.0
2023-06-07 09:59:47,17427762,0xfe8af9149e1e51c0b1f213a32d3cf3368eaf3a2889a7e4eeed8148cd68f445cc,0x05126af710f14d1dfff6facdaf5c57cbf8e75ddc,0xdedea90a5840c8890f528e5ece5872a93cbb8cbc,30000.0
2023-06-07 09:27:23,17427603,0xd2b20109675eca23b2c274b6b517b35a128b061de7924148386047caff956aab,0x05126af710f14d1dfff6facdaf5c57cbf8e75ddc,0xdedea90a5840c8890f528e5ece5872a93cbb8cbc,1000.0
2023-06-07 11:25:11,17428183,0xa3794c9c96fb742d6f644bc49cf3194d387526740f6c6ea512c54e0e75cd517d,0xf51183a90ef7cdb518a7ed2f86fecb7a198d963d,0x61876dbe2f63b1284cf996c2c77f899b24696c45,380642.95
2023-06-07 11:28:59,17428201,0xd91447c5f1f2653a1b24ff51d9a2e089a91ad1e3e54f23ca237079f743a4f14a,0xac6a6d3f4154dc68216d90c370e77383e3be9e13,0xea6c2abd055a982171dab75daa05a86e8e5c5968,288034.2
2023-06-07 11:30:47,17428210,0xc2dbe62ce8d58103687bdc38c298eae950bca0f428dbd5653e4139507d0b18b8,0x9bfcd865a436dd795e3715bd3062f5c172bb0d4e,0xf8dad09b8287d971ed85ecb8b0f2ff0355707861,212548.36
2023-06-07 11:31:11,17428212,0xdbcf3f1aaffd9887be6ce63c42aa6e3002a896908984f4a970500df3a562000a,0x05126af710f14d1dfff6facdaf5c57cbf8e75ddc,0x165e7c08bafbb6b6686f2e4da1e137e5ce4bdd9e,388247.71
2023-06-07 11:32:59,17428221,0x15a2c69b2f025317bfda6cb3eebfd74c884b55e02c66dcd1fef973bc69b9ea53,0xea6c2abd055a982171dab75daa05a86e8e5c5968,0xa2a0a6141578de07300a2eff5ececf9f4d80c643,288030.69
2023-06-07 11:35:59,17428236,0x6f53e587003c25b8b28b0e75d4ef35ec369c0725e026936f5db0aa1dd9b136bc,0x61876dbe2f63b1284cf996c2c77f899b24696c45,0x7a684b49f00262e718c3a9eed938efc2494a66b2,380640.77
2023-06-07 11:36:23,17428238,0x05e43dd633f09c7d45baa2da3738bdb50c34d8e358ea8d111f4fb342124f8b6b,0x165e7c08bafbb6b6686f2e4da1e137e5ce4bdd9e,0xa00f6b84a3e7fd159576115efdf0dd7a5ffe0dc7,388245.71
2023-06-19 09:07:11,17512797,0x8357e375a44f4f9f1a78509beac05114353d9cbc53b33c5dc597904274088454,0x0b3ed592a42ffb28315c99b15fd905afe3beaa8a,0x92e929d8b2c8430bcaf4cd87654789578bb2b786,19990.0
2023-06-19 14:25:47,17514374,0x8de3bbaf45bfb3247ad189ffcc258115c663bbd9d21f7e639882523b6f7d231a,0x0b3ed592a42ffb28315c99b15fd905afe3beaa8a,0x92e929d8b2c8430bcaf4cd87654789578bb2b786,19980.0
2023-06-19 17:10:11,17515185,0x68ca74a6bf17e3eeead90cc7338f7c8999d68bb10867c09e243a5c60768e8756,0x0b3ed592a42ffb28315c99b15fd905afe3beaa8a,0x92e929d8b2c8430bcaf4cd87654789578bb2b786,7580.0
2023-06-20 05:05:11,17518714,0x0776a086d4313bfb257eb1e10bff0c4fd346f326b1582aa89696898fec2b227e,0x0b3ed592a42ffb28315c99b15fd905afe3beaa8a,0x92e929d8b2c8430bcaf4cd87654789578bb2b786,9980.0
2023-06-19 10:14:35,17513131,0x63907f13bd46c5fc15211e62b4674a11f3ef9d1e091a6d5d5bd33ccb9cedf560,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,0x69bda56440c55684d650a3df570eda08d796f1b6,25792.0
2023-06-19 20:34:59,17516193,0x90be01baf040a95721cb0442ce6b745578de150d23d4f36b09cf921d08e9d666,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,0x69bda56440c55684d650a3df570eda08d796f1b6,20791.6
2023-06-19 14:44:59,17514468,0xa75d8c9325df4621cc2ebdac88317b8c49a5d49b7ae698176de5d56cb4f997f3,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,0x9be2dcd052e71edcd002691623e5ec6dfb9ca718,20454.0
2023-06-19 04:47:23,17511512,0x396462cba6893530d51708de187176e3d1286a1677e1fcb7a76f175b75c2d6a7,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,0x9be2dcd052e71edcd002691623e5ec6dfb9ca718,24424.0
2023-06-19 06:15:59,17511948,0x28c60aa3b345bdea3f5f4544cecfc5d837c93b9bd1cde7116f047f857a9f5f3a,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x8e8e74a85e2a23e9c489c54f51b3bd78d4e6760e,15816.0
2023-06-19 06:29:35,17512016,0x573bd1f47ca48d098ff1b32cea14be36ad2be65e391ec893ca3a814bada80ba3,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x8e8e74a85e2a23e9c489c54f51b3bd78d4e6760e,19236.0
2023-06-19 06:32:23,17512030,0x1c32065519a9ca865ce4f731b22b7656b713eee29d10b3be66e39d8492dac132,0x8e8e74a85e2a23e9c489c54f51b3bd78d4e6760e,0xbbb4ca0bd169ae9c0ee8bec01b29109417493660,35051.3
2023-06-19 06:33:47,17512037,0x0946683e2a5f2fce08e37b99136d869c5d8d7a955a76a32887e566af710ab6f1,0xbbb4ca0bd169ae9c0ee8bec01b29109417493660,0xd2b8ee014933495a835a98ba038ace6e2aedbe95,10000.0
2023-06-19 06:34:35,17512041,0x5ff0d2117cfa808c5b7202e7b24b70f2368d1dd2d9a74264263ab0e192c2671e,0xbbb4ca0bd169ae9c0ee8bec01b29109417493660,0xc6adebd3caf9437e2e1aedcd036e600945f6b373,10000.0
2023-06-19 06:38:11,17512059,0x791715c6f08d9b216d30c5661b1fe15d0eaa18c5f3e1cab8c9535fcb2e9b4e51,0xbbb4ca0bd169ae9c0ee8bec01b29109417493660,0x92e929d8b2c8430bcaf4cd87654789578bb2b786,15049.16
2023-06-19 06:38:59,17512063,0xd4f0bb2a7000a9fac0971bc61176da9ed222c57850501e1f5aa1dce8c69be4d9,0xd2b8ee014933495a835a98ba038ace6e2aedbe95,0x92e929d8b2c8430bcaf4cd87654789578bb2b786,9999.09
2023-06-19 06:39:59,17512068,0xbd4fa3aef266397764792cabb7b79222119239d6e113e86bfc7da9a5bf3bf019,0xc6adebd3caf9437e2e1aedcd036e600945f6b373,0x92e929d8b2c8430bcaf4cd87654789578bb2b786,9998.93
2023-06-19 07:29:47,17512314,0xd0750e1c3cce23386c7a75eb2d57ce7449cff025a546e8584116fecbacbbbee9,0xa2a0a6141578de07300a2eff5ececf9f4d80c643,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,288029.96
2023-06-19 07:30:35,17512318,0xb863e03c500061db7be8ea01cbcc7b865ff478908f887132b59eaf20de827707,0x7f8c28fac3c6986465306ec1204518a7a485e846,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,299430.1
2023-06-19 07:31:11,17512321,0x258cbd175bf5a346bf56689129489ff8ccec437cfecdf31c142cd5b5a81ac8b9,0xd3c2e27b79b90a837648be8a3260b8a5b5e197ac,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,212544.03
2023-06-19 07:31:59,17512324,0xd1c5e9516ad9458e6d46b5400ac3f248107dd55613f6cac55fdf32a22a4de4b2,0xfcc828fe43b5808a74c22165caff4497036c3f33,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,704042.0
2023-06-19 07:25:35,17512293,0x7cedf20247be2691b674719af355ff4299f914525dfa941e8c7b0a055553d510,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x838b23e4950363f8a3a2d6737bba379c2b86a796,35854.0
2023-06-19 07:47:47,17512403,0xa86ef468abb185999598a87dc5af90a29a8b328db95607ecd487d59658bfaf8b,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x838b23e4950363f8a3a2d6737bba379c2b86a796,47766.0
2023-06-19 08:29:35,17512610,0xdbc6f792a32e623995e7e4eec651824176ddd3bd7137e84c1367fe9bc4ee6b81,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x838b23e4950363f8a3a2d6737bba379c2b86a796,42206.0
2023-06-19 03:41:35,17511185,0xce254c2fabea6acdba2d52db543742ec929d4ea8fcc5fd017014b4a75f728a48,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,24230.0
2023-06-19 04:37:47,17511464,0x7f77cafdb73d5cde19f2320d7817f9077a8079f97362646e93583144f3c3927e,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,24430.0
2023-06-19 05:35:47,17511750,0xfc6908c7b85bdebb09e7bedf53e7a7789418cefd802fe66c744d2fc15c31f54d,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,24744.0
2023-06-19 06:30:23,17512020,0xe3f8d40ce93b89c901e06a6a6fa31d61d81daf41e172788bf4105cc58ea4be5d,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,25030.0
2023-06-19 07:48:59,17512409,0x6d8ef4ab699ac6bc08cbe755232ad3eef2053acb099267f347cbb0d419200da9,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,27700.0
2023-06-19 08:50:35,17512714,0x81e3d5720984978454aa8dfcd6064f301faa2dca153b787175d1ffbcd174db3a,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,27804.0
2023-06-19 10:10:35,17513112,0xeb798bc3e59a99704597881382aecb2670ce55a46df98d4a1b5b1827641e7458,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,25792.0
2023-06-19 10:52:47,17513321,0x4d090588511c8ccf247ec9cd8521bb9915b24d78a419e3b01e736712cbfe2104,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,26092.0
2023-06-19 12:02:47,17513669,0xebb900681ecf777dc90a30309e6c3be74bfd38c3ef97faa7fc337fdbb240d915,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,26292.0
2023-06-19 14:37:47,17514433,0x2a86ff3a8b77b398283a74917017f64d85a1fce89e109cf2a14699a7f6c45914,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,20458.0
2023-06-19 16:53:35,17515102,0x0a3e735a57ae974f35b60a5fa924dfb2738b5469367f5160efef3f43dd37a26a,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,20638.0
2023-06-19 19:13:35,17515791,0x1ea732a3f7dd19b3a5903eaa9b2a7d2d35d010c7145f534abdbe025a949a555f,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,20702.0
2023-06-19 20:30:23,17516172,0xa989a86aa38f24ab97ca1dd92f40ac1b1996d32398bfda91b3ae66007f49ee82,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,20788.0
2023-06-20 06:50:11,17519237,0x30695eb7e67e4065a984ebf7880bbcf97c2517b98186550024ae735fabbac247,0x1d5c936ce7beda650e438f484ad1b7441ba0a70d,0x6a8077ee066ab4a0d72524cd92fb1277003aa819,20922.0
2023-06-19 04:49:11,17511521,0x796b2dc624374e59f9cc50a9b78be2a2784e770eda3b277df5183a450b301b36,0xf71680a8c9d601044c8e3f31ba8e6934ded9c856,0x69bda56440c55684d650a3df570eda08d796f1b6,26700.0
2023-06-19 07:53:23,17512431,0x21d29f7767b42db50d3d950667274ec34e7d26ed699b52dfc02698691b309957,0xf71680a8c9d601044c8e3f31ba8e6934ded9c856,0x69bda56440c55684d650a3df570eda08d796f1b6,25223.8
2023-06-19 07:54:47,17512438,0xaadd9bad768a3ac8b47e3394e75930dd9cbdf18f654ad23cd9a596978bca39e6,0x838b23e4950363f8a3a2d6737bba379c2b86a796,0x7428d122a5d25873f62cc13fbc977ed979bbe8eb,62000.0
2023-06-19 08:10:23,17512514,0x6e6e4977b4269428ed406ef29fd0833447fed68a2663fda171469ee636a93415,0x838b23e4950363f8a3a2d6737bba379c2b86a796,0x84cb561d6a95d9682f6e4f0168b6cae5ac04da0b,18000.0
2023-06-19 08:42:47,17512675,0xddf08fe7fd3bb24593a1825ede331e808e9b81495e3db368119ab0882295a8b0,0x838b23e4950363f8a3a2d6737bba379c2b86a796,0x2f646823ac24d0cda62cdf912e3160a22c02aadd,41320.0
2023-06-19 08:45:11,17512687,0x172bf67e96a6227355324529bdcc67c631260deb7175b7a8a8f679574b514b95,0x2f646823ac24d0cda62cdf912e3160a22c02aadd,0x266248a9df838cc99e31fc983143ae0120574957,10000.0
2023-06-19 08:46:11,17512692,0x5d5309d729fe96ac58baf16cb42925c013ff92b0ce1069828bd435142e3589ab,0x266248a9df838cc99e31fc983143ae0120574957,0x92e929d8b2c8430bcaf4cd87654789578bb2b786,9999.1
2023-06-19 08:51:35,17512719,0x525c9d689f3813068ca5091c8b0b8a395761fd94f477eb37b8d3f5b721ea1442,0x2f646823ac24d0cda62cdf912e3160a22c02aadd,0x3ce2bf1ec1ce2c019e32637d19d16d66b61a3a3b,10000.0
2023-06-19 08:52:35,17512724,0xbebc92af41f64688ca7a2274bf2a8fa6f28d41afef7f445a1060bdae7317442e,0x2f646823ac24d0cda62cdf912e3160a22c02aadd,0x7f56c8639b122dfb98574ff48bba6466fe9a6ab4,10000.0
2023-06-19 08:54:35,17512734,0x231d21765534928fdefd4259fbcc518465c591de36ccb6641255520236808a52,0x838b23e4950363f8a3a2d6737bba379c2b86a796,0x143cfd1d58be562c9c84adc0bf29e4e79089e6d2,4503.45
2023-06-19 08:55:11,17512737,0xad16ed4800981c15443172274af7816d175f78921fde9feed8d7abcbecd984ba,0x84cb561d6a95d9682f6e4f0168b6cae5ac04da0b,0x9be2dcd052e71edcd002691623e5ec6dfb9ca718,18000.0
2023-06-19 08:59:35,17512759,0x10037f8f2aaa3b7aae631656fe0b5be34ebcb60897efb45ca7249ab59301fcb2,0x143cfd1d58be562c9c84adc0bf29e4e79089e6d2,0x8cae7f2172b3641227c157b2720ef1bcb0759616,20000.0
2023-06-19 08:59:47,17512760,0x28da062e9dd0f0c06b451363cfc2f78ca4e55623d33a6fa967008e545162ef37,0xc2b80c124314d4e27071f835d150831e62d7aa07,0x9be2dcd052e71edcd002691623e5ec6dfb9ca718,29076.0
2023-06-19 12:27:59,17513793,0xa96564015ec553de85f8512ec04e4fb003366b78a08649fb83440860235c127f,0xc2b80c124314d4e27071f835d150831e62d7aa07,0x9be2dcd052e71edcd002691623e5ec6dfb9ca718,22548.0
2023-06-19 17:09:23,17515181,0x500708b39ba6dc2b8bd275ddfe82beb0210a26c629d41e8405dd17882258498c,0xc2b80c124314d4e27071f835d150831e62d7aa07,0x9be2dcd052e71edcd002691623e5ec6dfb9ca718,22884.0
2023-06-19 20:35:47,17516197,0x8ffd1e45a07594dcfeb72d126555f3e26182a6101078565388c7e22100782911,0xc2b80c124314d4e27071f835d150831e62d7aa07,0x9be2dcd052e71edcd002691623e5ec6dfb9ca718,22969.6
2023-06-19 09:02:59,17512776,0x2c17e52fa964d4df073e05a60b918c2c78aa502a1439b4bcb34f6a39ab665788,0x143cfd1d58be562c9c84adc0bf29e4e79089e6d2,0x7dc09665b8f73e007f8b2439111896463ddf7938,40000.0
2023-06-19 09:04:11,17512782,0xa60e3c3ee1159b79784178b6e277f4a45bf84297c1c46e70a935830a075efff1,0x7dc09665b8f73e007f8b2439111896463ddf7938,0x92e929d8b2c8430bcaf4cd87654789578bb2b786,20000.0
2023-06-19 15:24:23,17514663,0xda4efce8b96b832841de37e3de21d7abb7267ba9131da746d8defa364be4cfa7,0x7dc09665b8f73e007f8b2439111896463ddf7938,0x92e929d8b2c8430bcaf4cd87654789578bb2b786,19960.0
2023-06-20 04:50:11,17518641,0x2f4a163c715ec62b0001a0552580d68c60e2790df07fe84f7e2985bd7a366a1d,0x7dc09665b8f73e007f8b2439111896463ddf7938,0x92e929d8b2c8430bcaf4cd87654789578bb2b786,16000.0
2023-06-20 04:50:35,17518643,0x82cd8736eefc3e68bcae08487172f91a49c4401b1d5539e482011fe14872b4ae,0x7dc09665b8f73e007f8b2439111896463ddf7938,0x92e929d8b2c8430bcaf4cd87654789578bb2b786,14000.0
